City_Code,Accomodation_Type,Reco_Insurance_Type,Is_Spouse,Health Indicator,Holding_Policy_Duration,Health Indicator_Missing_Flag,Holding_Policy_Duration_Missing_Flag,Holding_Policy_Type_Missing_Flag,Region_Code,Upper_Age,Lower_Age,Reco_Policy_Cat,Response,Reco_Policy_Premium_bin,Holding_Policy_Type_bin,Response_KMeans_Clusters
11,0,1,1,2,15,0,1,1,14,44,42,22,1,3,0,3
22,1,0,0,3,15,0,1,1,2864,59,59,2,1,3,0,4
0,1,0,0,2,15,0,1,1,3366,23,23,19,0,3,0,4
0,0,0,0,2,1,0,0,0,644,75,75,5,1,3,2,3
6,1,0,0,4,0,0,0,0,1658,35,35,19,0,3,1,1
0,1,0,0,6,15,0,1,1,1737,19,19,22,0,3,0,2
12,0,1,1,1,8,0,0,0,874,31,30,22,1,3,2,1
11,1,0,0,4,15,0,1,1,2802,23,23,22,0,0,0,2
1,1,1,1,3,0,0,0,0,4380,27,23,18,0,3,1,0
11,1,0,0,2,15,0,1,1,14,55,55,21,0,3,0,3
31,1,0,0,2,8,0,0,0,5899,32,32,20,0,3,1,0
11,0,0,0,4,9,0,0,0,3355,43,43,13,0,3,2,4
31,1,0,0,0,11,1,0,0,1292,33,33,9,0,3,1,1
26,1,0,0,3,10,0,0,0,912,39,39,2,0,3,1,1
0,1,0,0,2,15,0,1,1,38,23,23,18,0,3,0,3
30,1,0,0,2,15,0,1,1,266,65,65,18,0,3,0,3
32,0,0,0,0,5,1,0,0,1514,59,59,7,0,3,1,1
32,1,0,0,2,15,0,1,1,667,22,22,12,1,0,0,3
22,0,0,0,1,15,0,1,1,2900,52,52,22,1,3,0,4
0,0,0,0,2,5,0,0,0,670,75,75,18,0,3,2,3
0,0,0,0,4,0,0,0,0,285,56,56,18,1,3,2,3
11,0,0,0,2,0,0,0,0,2197,44,44,18,1,3,3,2
15,0,1,1,5,13,0,0,0,1166,57,55,21,0,3,2,1
22,0,0,0,1,7,0,0,0,2352,54,54,2,0,3,1,2
35,1,0,0,0,15,1,1,1,2892,43,43,22,1,3,0,4
20,1,0,0,2,15,0,1,1,4729,43,43,18,0,3,0,0
11,0,1,1,4,5,0,0,0,878,75,58,21,0,3,2,1
0,0,1,1,0,7,1,0,0,700,75,68,12,0,3,2,3
0,0,0,0,3,10,0,0,0,1763,64,64,18,0,3,2,2
31,0,0,0,1,5,0,0,0,385,52,52,20,1,3,2,3
10,0,0,0,4,15,0,1,1,1652,42,42,1,0,3,0,1
8,1,0,0,0,7,1,0,0,4820,64,64,1,0,3,1,0
0,0,0,0,1,15,0,1,1,1085,30,30,19,0,3,0,1
7,1,0,0,3,15,0,1,1,850,24,24,19,1,3,0,1
20,1,0,0,1,15,0,1,1,4426,23,23,20,0,0,0,0
22,1,0,0,1,15,0,1,1,2084,24,24,21,0,0,0,2
11,1,0,0,2,0,0,0,0,4043,24,24,3,1,3,1,4
0,1,0,0,3,15,0,1,1,697,19,19,16,0,3,0,3
11,1,1,1,4,12,0,0,0,3095,64,36,13,1,3,2,4
11,0,0,0,3,15,0,1,1,1285,59,59,3,0,3,0,1
6,1,1,1,1,9,0,0,0,620,24,21,19,0,3,2,3
22,1,0,0,0,15,1,1,1,41,26,26,18,0,3,0,3
11,0,0,0,0,6,1,0,0,1490,52,52,11,1,3,2,1
33,0,1,1,2,0,0,0,0,3520,61,34,19,0,3,1,4
22,0,0,0,3,15,0,1,1,4854,26,26,17,0,3,0,0
11,1,0,0,0,10,1,0,0,154,45,45,11,1,3,2,3
9,0,0,0,1,7,0,0,0,3680,38,38,1,0,3,1,4
8,0,1,1,1,15,0,1,1,219,38,36,2,0,3,0,3
0,0,1,1,1,8,0,0,0,1437,57,56,19,0,3,1,1
11,0,0,0,0,7,1,0,0,4300,64,64,11,1,3,2,0
30,0,0,0,3,5,0,0,0,3382,53,53,5,1,3,2,4
19,0,0,0,2,1,0,0,0,1533,32,32,10,0,3,2,1
22,1,0,0,2,15,0,1,1,1027,20,20,18,0,3,0,1
10,0,0,0,1,15,0,1,1,3992,24,24,20,1,3,0,4
10,0,0,0,2,0,0,0,0,647,53,53,16,0,3,1,3
9,0,0,0,0,8,1,0,0,1752,27,27,19,0,3,2,2
11,0,0,0,1,5,0,0,0,2180,61,61,22,0,3,1,2
11,0,0,0,2,7,0,0,0,445,67,67,21,0,3,2,3
11,0,1,1,2,7,0,0,0,3062,48,40,22,0,3,3,4
0,0,1,1,4,10,0,0,0,1920,75,66,5,0,3,2,2
22,1,0,0,2,15,0,1,1,258,23,23,20,1,3,0,3
11,1,1,1,1,15,0,1,1,3095,65,59,2,1,3,0,4
0,0,0,0,2,8,0,0,0,26,46,46,20,0,3,1,3
15,0,0,0,2,15,0,1,1,1180,69,69,17,0,3,0,1
32,1,0,0,2,15,0,1,1,1572,45,45,17,1,3,0,1
22,1,0,0,1,13,0,0,0,55,28,28,18,0,3,2,3
34,0,1,1,0,5,1,0,0,4666,73,67,17,0,3,3,0
31,0,0,0,0,0,1,0,0,1477,75,75,16,0,3,1,1
0,0,1,1,5,5,0,0,0,4116,56,50,17,1,3,3,0
0,1,0,0,1,15,0,1,1,1280,22,22,20,0,3,0,1
11,0,0,0,5,11,0,0,0,1403,75,75,22,1,3,3,1
30,1,0,0,0,9,1,0,0,3836,29,29,19,0,3,2,4
34,1,0,0,2,9,0,0,0,3924,27,27,22,0,3,3,4
0,0,0,0,5,15,0,1,1,670,52,52,14,0,3,0,3
30,0,0,0,1,5,0,0,0,974,75,75,18,0,3,1,1
11,1,0,0,3,12,0,0,0,1107,51,51,21,0,3,2,1
35,1,0,0,2,10,0,0,0,3900,26,26,6,0,3,3,4
33,1,1,0,0,15,1,1,1,1473,36,20,19,1,3,0,1
0,0,0,0,1,15,0,1,1,8,63,63,5,0,3,0,3
11,0,0,0,4,7,0,0,0,638,46,46,18,1,3,2,3
11,1,0,0,2,15,0,1,1,1617,21,21,14,0,0,0,1
8,1,0,0,3,15,0,1,1,2261,35,35,13,1,3,0,2
1,0,0,0,1,0,0,0,0,1687,50,50,18,0,3,1,1
3,1,0,0,1,9,0,0,0,104,43,43,19,0,3,2,3
33,0,0,0,4,0,0,0,0,1899,50,50,22,1,3,1,2
33,0,1,0,3,15,0,1,1,625,47,23,20,1,3,0,3
30,1,0,0,1,8,0,0,0,37,26,26,7,0,0,1,3
2,0,0,0,1,15,0,1,1,1447,54,54,12,0,3,0,1
13,0,0,0,2,15,0,1,1,4359,69,69,22,1,3,0,0
10,1,0,0,2,14,0,0,0,655,30,30,1,0,3,1,3
11,1,0,0,0,13,1,0,0,2717,59,59,21,0,3,2,2
0,0,0,0,3,1,0,0,0,1426,51,51,7,0,3,2,1
11,0,0,0,2,11,0,0,0,3638,54,54,17,0,3,1,4
15,1,0,0,2,15,0,1,1,1,20,20,18,0,0,0,3
35,0,0,0,0,6,1,0,0,2918,69,69,4,0,3,2,4
27,1,1,1,1,15,0,1,1,67,26,19,6,0,3,0,3
7,0,0,0,3,0,0,0,0,1952,22,22,20,0,3,3,2
11,1,0,0,2,15,0,1,1,4962,26,26,18,0,3,0,0
22,1,0,0,0,8,1,0,0,2483,25,25,19,0,3,2,2
4,1,0,0,0,15,1,1,1,4383,23,23,4,0,3,0,0
11,0,0,0,4,0,0,0,0,849,49,49,11,0,3,2,1
35,0,1,1,5,8,0,0,0,995,50,24,17,0,3,3,1
22,0,0,0,2,4,0,0,0,2374,38,38,14,0,3,2,2
31,1,0,0,2,12,0,0,0,2815,30,30,14,0,3,1,4
11,1,0,0,1,15,0,1,1,133,25,25,18,0,3,0,3
11,0,0,0,3,8,0,0,0,3640,63,63,22,0,3,2,4
13,0,0,0,1,5,0,0,0,3509,38,38,20,1,3,1,4
0,0,0,0,1,2,0,0,0,520,65,65,21,1,3,2,3
0,1,0,0,2,6,0,0,0,275,56,56,20,0,3,1,3
22,0,0,0,6,15,0,1,1,3171,60,60,18,0,3,0,4
4,1,1,1,2,8,0,0,0,1606,63,59,4,0,3,1,1
31,0,0,0,4,9,0,0,0,5171,54,54,1,0,3,2,0
31,1,0,0,4,8,0,0,0,1070,29,29,22,0,3,2,1
35,0,0,0,1,8,0,0,0,5024,37,37,9,0,3,2,0
2,1,1,1,3,0,0,0,0,433,58,40,20,0,3,1,3
9,0,0,0,3,10,0,0,0,2764,44,44,20,0,3,1,2
30,0,0,0,3,15,0,1,1,3532,25,25,8,0,3,0,4
17,0,0,0,1,11,0,0,0,1266,67,67,19,0,3,2,1
15,0,0,0,3,13,0,0,0,1129,51,51,17,0,3,1,1
22,0,1,1,2,15,0,1,1,2316,45,44,17,1,3,0,2
12,0,0,0,0,7,1,0,0,680,54,54,17,0,3,2,3
20,0,1,1,2,8,0,0,0,2453,31,25,21,0,3,2,2
16,0,0,0,4,0,0,0,0,4118,69,69,19,0,3,2,0
35,1,0,0,3,15,0,1,1,1261,22,22,17,0,3,0,1
35,0,0,0,6,15,0,1,1,5796,61,61,6,0,3,0,0
21,1,0,0,0,15,1,1,1,2254,21,21,6,0,3,0,2
14,0,0,0,3,8,0,0,0,2354,71,71,21,0,3,2,2
8,1,0,0,1,8,0,0,0,2261,43,43,2,1,3,1,2
33,0,1,1,1,15,0,1,1,1726,44,35,14,0,3,0,1
0,1,0,0,1,15,0,1,1,1605,23,23,21,0,3,0,1
22,0,1,1,0,15,1,1,1,2797,38,35,1,0,3,0,2
31,1,0,0,0,0,1,0,0,2475,51,51,1,0,3,1,2
11,0,0,0,1,0,0,0,0,252,28,28,14,0,3,2,3
34,0,1,1,4,0,0,0,0,1756,48,43,22,0,3,3,2
33,0,0,0,0,8,1,0,0,116,67,67,19,0,3,1,3
0,0,0,0,2,11,0,0,0,2950,62,62,5,0,3,2,4
11,0,0,0,2,5,0,0,0,2189,61,61,18,1,3,2,2
31,1,0,0,0,15,1,1,1,1117,30,30,21,1,3,0,1
0,0,0,0,6,5,0,0,0,1025,75,75,22,0,3,1,1
30,1,0,0,2,15,0,1,1,4095,26,26,21,0,3,0,0
22,0,0,0,1,8,0,0,0,1208,75,75,2,0,3,2,1
30,0,0,0,0,9,1,0,0,3712,45,45,21,0,3,2,4
0,0,0,0,3,12,0,0,0,606,65,65,5,1,3,2,3
30,1,0,0,6,7,0,0,0,968,59,59,10,0,3,1,1
10,0,0,0,0,15,1,1,1,647,26,26,16,0,3,0,3
22,1,0,0,2,15,0,1,1,1217,33,33,14,0,3,0,1
34,1,0,0,3,14,0,0,0,1756,53,53,16,0,3,2,2
5,1,0,0,4,0,0,0,0,3522,55,55,18,0,3,2,4
19,0,0,0,3,15,0,1,1,3487,24,24,14,1,0,0,4
0,0,0,0,0,11,1,0,0,303,41,41,19,0,3,1,3
1,0,1,1,1,8,0,0,0,1077,53,20,2,0,3,1,1
0,0,1,1,1,8,0,0,0,1802,75,66,19,0,3,2,2
30,0,0,0,3,15,0,1,1,1265,50,50,16,0,3,0,1
22,0,1,0,1,4,0,0,0,2837,64,62,16,1,3,1,4
15,1,0,0,1,15,0,1,1,5172,33,33,13,1,3,0,0
30,0,0,0,2,0,0,0,0,431,48,48,12,0,3,2,3
11,1,0,0,1,5,0,0,0,3638,66,66,18,0,3,2,4
0,0,0,0,0,15,1,1,1,2689,59,59,20,0,3,0,2
11,1,0,0,2,2,0,0,0,649,41,41,11,0,3,2,3
30,1,0,0,0,15,1,1,1,1308,23,23,22,0,3,0,1
33,0,1,1,0,11,1,0,0,1625,49,48,22,0,3,2,1
3,0,1,1,4,15,0,1,1,1062,67,66,15,0,3,0,1
7,1,0,0,1,8,0,0,0,326,27,27,16,0,0,1,3
0,0,0,0,1,9,0,0,0,3201,53,53,22,1,3,1,4
4,0,0,0,1,8,0,0,0,1532,55,55,18,1,3,2,1
22,1,0,0,0,15,1,1,1,748,20,20,13,0,0,0,3
0,1,0,0,1,15,0,1,1,448,28,28,16,0,3,0,3
0,1,0,0,1,15,0,1,1,442,26,26,12,0,3,0,3
11,1,0,0,3,15,0,1,1,562,31,31,22,0,3,0,3
11,0,1,1,1,14,0,0,0,133,63,56,11,0,3,2,3
1,0,0,0,5,8,0,0,0,2520,66,66,17,1,3,3,2
11,0,0,0,1,4,0,0,0,2364,37,37,18,1,3,2,2
30,0,0,0,3,15,0,1,1,974,70,70,22,0,3,0,1
30,0,0,0,2,15,0,1,1,793,47,47,19,0,3,0,1
0,0,0,0,5,5,0,0,0,505,50,50,19,0,3,2,3
22,1,0,0,1,15,0,1,1,56,26,26,19,0,3,0,3
5,0,1,0,3,5,0,0,0,1963,53,23,20,0,3,3,2
22,0,0,0,4,15,0,1,1,1242,37,37,21,0,3,0,1
34,1,0,0,0,15,1,1,1,4191,63,63,1,0,3,0,0
12,0,0,0,6,15,0,1,1,2263,60,60,6,0,3,0,2
22,0,0,0,0,15,1,1,1,823,53,53,22,0,3,0,1
11,1,0,0,1,10,0,0,0,661,28,28,14,0,0,3,3
12,0,1,1,0,9,1,0,0,1599,70,68,22,0,3,3,1
8,0,0,0,0,15,1,1,1,328,33,33,20,0,3,0,3
0,0,0,0,0,5,1,0,0,3959,75,75,19,0,3,2,4
34,0,0,0,5,15,0,1,1,2873,49,49,20,0,3,0,4
21,0,0,0,1,15,0,1,1,1168,61,61,14,0,3,0,1
34,1,0,0,4,15,0,1,1,2960,50,50,18,0,3,0,4
21,1,1,1,1,10,0,0,0,784,35,33,6,0,3,1,1
33,0,1,1,5,15,0,1,1,3549,75,74,2,0,3,0,4
11,1,0,0,1,7,0,0,0,3275,27,27,21,0,0,2,4
31,1,0,0,2,8,0,0,0,918,36,36,14,0,3,1,1
27,0,1,1,0,5,1,0,0,61,61,54,21,0,3,2,3
33,0,0,0,3,12,0,0,0,1899,73,73,19,0,3,1,2
35,0,0,0,3,8,0,0,0,623,50,50,4,0,3,2,3
33,0,1,0,0,15,1,1,1,3910,36,31,22,0,3,0,4
30,1,0,0,3,7,0,0,0,3023,35,35,12,0,3,2,4
1,1,0,0,0,15,1,1,1,691,26,26,18,0,2,0,3
11,0,1,1,1,13,0,0,0,1286,64,59,17,0,3,3,1
34,0,0,0,4,15,0,1,1,4223,26,26,20,1,3,0,0
0,0,0,0,1,10,0,0,0,171,61,61,5,0,3,2,3
0,0,1,1,2,8,0,0,0,207,71,70,17,0,3,2,3
4,0,0,0,4,15,0,1,1,1164,65,65,2,0,3,0,1
32,0,0,0,3,14,0,0,0,114,34,34,10,0,3,2,3
11,1,0,0,2,6,0,0,0,794,59,59,17,0,3,1,1
11,0,0,0,1,0,0,0,0,673,52,52,12,0,3,1,3
11,0,1,1,4,11,0,0,0,3510,50,48,3,0,3,3,4
2,0,0,0,3,14,0,0,0,319,44,44,20,0,3,1,3
23,1,0,0,0,13,1,0,0,4917,69,69,21,1,3,2,0
1,1,0,0,1,8,0,0,0,2337,27,27,18,0,3,1,2
15,1,0,0,2,15,0,1,1,3919,22,22,21,1,3,0,4
8,0,0,0,4,8,0,0,0,2518,30,30,2,0,3,1,2
34,1,0,0,0,5,1,0,0,2042,75,75,18,0,3,2,2
0,0,0,0,1,5,0,0,0,485,43,43,16,0,3,1,3
1,0,0,0,3,10,0,0,0,872,59,59,21,0,3,2,1
15,1,0,0,3,0,0,0,0,91,31,31,18,0,3,1,3
11,0,1,1,4,5,0,0,0,14,63,61,21,1,3,2,3
22,0,0,0,2,3,0,0,0,1501,53,53,17,0,3,2,1
31,0,1,1,1,15,0,1,1,1117,55,19,22,0,3,0,1
11,0,0,0,2,5,0,0,0,3691,61,61,22,0,3,2,4
5,0,1,1,0,1,1,0,0,4351,75,72,18,0,3,2,0
22,0,0,0,1,8,0,0,0,346,27,27,21,1,0,2,3
4,0,0,0,0,8,1,0,0,4679,27,27,18,0,3,2,0
9,1,0,0,4,15,0,1,1,4178,22,22,1,0,3,0,0
22,1,0,0,4,13,0,0,0,3099,32,32,15,0,3,2,4
33,1,0,0,4,15,0,1,1,2825,34,34,21,0,3,0,4
20,1,0,0,3,8,0,0,0,3716,24,24,15,0,0,2,4
0,1,0,0,0,1,1,0,0,963,42,42,20,0,3,1,1
30,0,0,0,3,15,0,1,1,1081,28,28,21,0,0,0,1
14,0,0,0,1,15,0,1,1,538,47,47,9,0,3,0,3
10,0,0,0,1,15,0,1,1,1652,35,35,19,0,3,0,1
11,0,0,0,0,15,1,1,1,1904,53,53,21,0,3,0,2
22,1,0,0,2,15,0,1,1,1471,59,59,21,1,3,0,1
30,1,0,0,2,15,0,1,1,186,53,53,19,1,3,0,3
30,0,0,0,0,15,1,1,1,179,56,56,14,0,3,0,3
35,1,0,0,0,13,1,0,0,3087,59,59,4,0,3,2,4
1,1,0,0,1,15,0,1,1,1253,26,26,2,0,3,0,1
11,0,0,0,1,5,0,0,0,4082,56,56,18,1,3,2,4
22,0,0,0,3,5,0,0,0,800,48,48,17,0,3,2,1
5,0,0,0,2,11,0,0,0,1836,64,64,16,0,3,2,2
16,1,0,0,4,5,0,0,0,4145,44,44,22,0,3,3,0
0,0,0,0,2,13,0,0,0,643,42,42,19,1,3,1,3
8,1,0,0,3,15,0,1,1,2229,23,23,13,0,0,0,2
22,0,0,0,1,0,0,0,0,875,63,63,2,0,3,1,1
31,1,0,0,1,15,0,1,1,1120,42,42,19,0,3,0,1
18,0,1,1,0,12,1,0,0,1988,38,37,9,0,3,2,2
0,0,0,0,5,7,0,0,0,399,67,67,17,0,3,3,3
11,0,1,1,5,8,0,0,0,4851,49,48,18,0,3,3,0
7,1,0,0,2,8,0,0,0,904,35,35,20,0,3,2,1
0,1,0,0,1,15,0,1,1,313,21,21,20,0,3,0,3
30,0,0,0,3,15,0,1,1,211,23,23,15,0,3,0,3
0,0,0,0,4,9,0,0,0,313,50,50,7,1,3,3,3
18,1,0,0,1,1,0,0,0,2081,53,53,16,0,3,2,2
22,1,0,0,0,15,1,1,1,230,46,46,20,0,3,0,3
12,1,0,0,2,15,0,1,1,680,18,18,20,0,3,0,3
0,0,0,0,0,15,1,1,1,142,55,55,5,1,3,0,3
32,0,0,0,1,15,0,1,1,1230,47,47,14,0,3,0,1
12,1,1,1,0,15,1,1,1,549,39,31,22,0,3,0,3
11,0,0,0,3,15,0,1,1,2531,46,46,3,0,3,0,2
22,1,0,0,6,15,0,1,1,28,55,55,16,0,3,0,3
3,1,0,0,4,15,0,1,1,1018,38,38,12,1,3,0,1
22,0,0,0,3,15,0,1,1,333,66,66,18,0,3,0,3
31,1,0,0,4,10,0,0,0,113,29,29,19,0,3,1,3
11,1,0,0,1,15,0,1,1,2940,24,24,22,0,3,0,4
0,0,0,0,0,6,1,0,0,555,62,62,22,1,3,3,3
16,0,1,0,2,15,0,1,1,2748,40,29,17,1,3,0,2
0,0,0,0,0,5,1,0,0,46,52,52,8,0,3,2,3
14,0,1,0,4,7,0,0,0,2354,62,16,17,1,3,3,2
34,1,0,0,0,15,1,1,1,3711,48,48,16,1,3,0,4
22,0,1,1,0,8,1,0,0,1566,38,28,16,1,3,1,1
11,1,0,0,0,0,1,0,0,3598,35,35,14,0,3,2,4
30,0,1,1,7,9,0,0,0,779,42,41,10,0,3,3,1
22,1,0,0,2,9,0,0,0,245,27,27,16,0,3,1,3
22,1,0,0,0,15,1,1,1,239,38,38,14,1,3,0,3
1,1,0,0,1,15,0,1,1,1687,28,28,18,0,3,0,1
0,1,0,0,0,15,1,1,1,2599,25,25,19,0,3,0,2
33,0,1,1,5,10,0,0,0,1255,75,62,14,0,3,2,1
11,1,0,0,1,14,0,0,0,419,29,29,22,0,3,3,3
32,1,0,0,2,15,0,1,1,830,51,51,21,0,3,0,1
34,1,1,1,2,14,0,0,0,2095,48,45,21,0,3,2,2
22,0,0,0,2,5,0,0,0,41,42,42,18,0,3,2,3
11,1,0,0,3,15,0,1,1,1162,50,50,12,0,3,0,1
34,1,0,0,1,15,0,1,1,278,43,43,21,0,3,0,3
14,0,0,0,2,15,0,1,1,507,29,29,18,0,3,0,3
11,1,0,0,3,15,0,1,1,3306,51,51,3,1,3,0,4
8,1,0,0,3,10,0,0,0,2315,29,29,22,0,2,1,2
0,0,0,0,0,4,1,0,0,2713,74,74,16,0,3,3,2
3,1,1,1,1,13,0,0,0,828,33,32,22,0,3,1,1
11,1,0,0,1,15,0,1,1,1482,20,20,3,0,0,0,1
15,0,0,0,0,7,1,0,0,3610,26,26,18,1,3,1,4
30,0,0,0,0,5,1,0,0,4122,43,43,9,0,3,2,0
22,1,0,0,0,15,1,1,1,1501,26,26,17,0,3,0,1
1,1,0,0,2,15,0,1,1,699,23,23,17,1,0,0,3
0,0,0,0,1,7,0,0,0,25,75,75,16,0,3,1,3
30,0,0,0,5,9,0,0,0,1211,27,27,21,0,3,2,1
4,1,0,0,0,0,1,0,0,227,62,62,22,0,3,1,3
8,1,1,0,0,15,1,1,1,1846,23,22,19,1,3,0,2
1,1,0,0,1,12,0,0,0,193,63,63,21,0,3,1,3
0,0,0,0,3,15,0,1,1,611,26,26,19,0,3,0,3
6,1,0,0,3,15,0,1,1,3489,22,22,18,0,0,0,4
31,0,0,0,0,15,1,1,1,347,66,66,21,0,3,0,3
30,1,0,0,0,15,1,1,1,870,27,27,1,0,0,0,1
32,1,0,0,1,15,0,1,1,2880,30,30,17,0,3,0,4
8,0,1,1,3,0,0,0,0,5190,54,53,13,1,3,1,0
0,0,0,0,1,8,0,0,0,1767,75,75,17,0,3,3,2
1,0,1,1,0,8,1,0,0,29,40,25,16,1,3,1,3
8,1,0,0,2,8,0,0,0,1846,27,27,13,0,3,3,2
4,0,0,0,5,13,0,0,0,3359,34,34,14,0,3,2,4
11,0,0,0,0,15,1,1,1,17,75,75,11,0,3,0,3
9,0,1,1,0,8,1,0,0,344,40,16,12,1,3,1,3
3,1,0,0,0,15,1,1,1,4028,24,24,2,0,0,0,4
3,0,1,1,1,7,0,0,0,84,57,18,15,1,3,1,3
0,0,1,1,2,15,0,1,1,16,30,28,16,0,3,0,3
32,0,0,0,2,5,0,0,0,167,57,57,15,0,3,2,3
34,1,0,0,2,7,0,0,0,2501,52,52,16,0,3,1,2
11,1,0,0,5,15,0,1,1,1825,45,45,21,1,3,0,2
21,1,0,0,1,15,0,1,1,1646,18,18,2,0,3,0,1
6,0,0,0,1,14,0,0,0,1404,63,63,22,0,3,2,1
30,1,0,0,4,15,0,1,1,589,51,51,21,0,3,0,3
0,0,1,1,4,5,0,0,0,460,71,68,20,1,3,1,3
34,1,0,0,1,15,0,1,1,3643,22,22,17,0,3,0,4
0,0,0,0,2,13,0,0,0,1289,65,65,22,0,3,1,1
0,0,0,0,2,0,0,0,0,141,42,42,15,0,3,2,3
6,1,1,1,0,8,1,0,0,2472,49,43,18,0,3,1,2
22,1,0,0,1,15,0,1,1,1978,21,21,21,0,3,0,2
34,0,1,0,2,8,0,0,0,2873,47,17,14,0,3,2,4
3,0,0,0,6,9,0,0,0,3792,75,75,18,0,3,1,4
4,1,1,1,1,15,0,1,1,2349,20,18,17,0,0,0,2
0,0,0,0,5,15,0,1,1,1134,61,61,18,0,3,0,1
12,1,0,0,6,9,0,0,0,323,46,46,22,0,3,2,3
6,0,1,0,5,15,0,1,1,1404,58,18,22,0,3,0,1
13,1,0,0,0,15,1,1,1,4878,26,26,20,0,0,0,0
11,1,0,0,0,7,1,0,0,4045,38,38,3,1,3,1,4
0,1,0,0,0,15,1,1,1,727,23,23,16,0,3,0,3
11,0,0,0,1,7,0,0,0,316,42,42,22,1,3,2,3
14,0,0,0,3,5,0,0,0,2,65,65,18,1,3,2,3
14,1,0,0,0,15,1,1,1,2,24,24,14,1,3,0,3
22,0,1,1,2,9,0,0,0,56,65,58,19,1,3,1,3
4,1,0,0,1,15,0,1,1,3149,24,24,21,0,3,0,4
11,0,0,0,0,5,1,0,0,672,75,75,21,1,3,2,3
30,1,0,0,3,9,0,0,0,7,55,55,18,0,3,1,3
22,0,0,0,3,12,0,0,0,281,52,52,21,0,3,2,3
31,1,0,0,1,0,0,0,0,3732,24,24,1,0,0,1,4
11,0,0,0,1,0,0,0,0,2572,36,36,22,0,3,2,2
0,1,0,0,0,15,1,1,1,2246,56,56,8,0,3,0,2
22,0,0,0,3,15,0,1,1,1078,21,21,16,0,3,0,1
21,0,0,0,1,9,0,0,0,1488,59,59,22,0,3,1,1
22,0,0,0,5,15,0,1,1,1242,45,45,15,1,3,0,1
4,0,0,0,3,7,0,0,0,3853,68,68,4,0,3,3,4
0,0,1,1,4,12,0,0,0,15,66,64,8,0,3,3,3
3,0,0,0,4,7,0,0,0,288,32,32,1,0,3,1,3
0,0,0,0,1,15,0,1,1,3621,44,44,17,0,3,0,4
26,1,1,1,1,8,0,0,0,390,33,32,17,1,3,1,3
22,0,1,1,2,9,0,0,0,1105,64,63,17,0,3,1,1
31,1,0,0,1,15,0,1,1,514,29,29,13,1,3,0,3
6,1,1,1,1,15,0,1,1,1964,64,35,19,0,3,0,2
22,0,0,0,1,0,0,0,0,3025,59,59,2,0,3,2,4
11,1,0,0,1,15,0,1,1,1299,69,69,18,0,3,0,1
11,0,0,0,4,2,0,0,0,301,52,52,21,0,3,2,3
11,0,0,0,1,8,0,0,0,2225,51,51,18,0,3,2,2
10,1,0,0,0,0,1,0,0,2546,24,24,16,0,0,1,2
0,1,0,0,3,7,0,0,0,1383,23,23,20,0,0,1,1
33,0,0,0,4,5,0,0,0,2486,75,75,12,1,3,2,2
0,0,0,0,4,8,0,0,0,1099,52,52,16,0,3,3,1
4,1,0,0,0,11,1,0,0,402,75,75,4,0,3,1,3
34,1,0,0,1,9,0,0,0,2110,38,38,20,0,3,1,2
9,1,0,0,3,0,0,0,0,341,26,26,2,0,3,2,3
32,1,0,0,3,10,0,0,0,1585,33,33,17,1,3,3,1
31,1,0,0,0,15,1,1,1,30,23,23,10,0,3,0,3
35,0,1,1,4,13,0,0,0,4457,56,53,22,0,3,2,0
30,1,1,1,0,5,1,0,0,2524,71,64,13,1,3,1,2
11,1,0,0,1,15,0,1,1,2647,60,60,18,0,3,0,2
11,1,0,0,1,8,0,0,0,3441,36,36,22,0,3,2,4
22,1,0,0,4,15,0,1,1,3298,21,21,21,0,2,0,4
11,0,0,0,1,15,0,1,1,3955,75,75,17,0,3,0,4
22,1,0,0,0,15,1,1,1,3325,22,22,16,0,0,0,4
1,0,1,0,0,11,1,0,0,29,56,23,18,0,3,2,3
22,0,1,1,2,9,0,0,0,955,56,52,15,1,3,2,1
11,1,0,0,2,15,0,1,1,2448,27,27,11,0,3,0,2
13,0,1,1,2,10,0,0,0,4413,72,71,15,0,3,3,0
35,1,0,0,2,15,0,1,1,855,26,26,6,0,0,0,1
10,0,1,1,2,15,0,1,1,1408,54,53,1,0,3,0,1
0,0,0,0,4,13,0,0,0,1980,53,53,13,0,3,2,2
3,0,0,0,1,13,0,0,0,2470,40,40,1,0,3,1,2
22,1,0,0,1,15,0,1,1,130,20,20,12,0,0,0,3
11,1,1,0,1,13,0,0,0,966,53,34,12,0,3,1,1
14,0,0,0,4,15,0,1,1,1879,31,31,17,0,0,0,2
30,1,0,0,4,11,0,0,0,816,47,47,22,0,3,3,1
30,0,1,1,2,4,0,0,0,816,65,60,7,0,3,2,1
34,1,0,0,3,15,0,1,1,2523,19,19,20,0,0,0,2
12,1,0,0,1,15,0,1,1,973,45,45,18,0,3,0,1
6,0,0,0,2,8,0,0,0,803,32,32,17,1,3,1,1
16,0,1,1,6,12,0,0,0,1075,52,51,13,0,3,1,1
29,1,0,0,4,15,0,1,1,86,19,19,21,0,3,0,3
0,0,0,0,1,10,0,0,0,6,48,48,16,0,3,1,3
31,0,0,0,1,0,0,0,0,4877,33,33,1,0,3,1,0
11,0,0,0,4,1,0,0,0,3598,42,42,2,0,3,1,4
22,1,0,0,0,8,1,0,0,2592,26,26,18,0,3,2,2
30,1,1,1,3,13,0,0,0,1396,63,60,16,1,3,1,1
